stem,filename,label,tissue,local_cluster_label,group_id
lungaca2212,lungaca2212.jpeg,lung_aca,lung,88,594
lungaca2334,lungaca2334.jpeg,lung_aca,lung,88,594
lungaca2460,lungaca2460.jpeg,lung_aca,lung,88,594
lungaca2638,lungaca2638.jpeg,lung_aca,lung,88,594
lungaca2706,lungaca2706.jpeg,lung_aca,lung,88,594
lungaca3656,lungaca3656.jpeg,lung_aca,lung,88,594
lungaca3955,lungaca3955.jpeg,lung_aca,lung,88,594
lungaca4196,lungaca4196.jpeg,lung_aca,lung,88,594
lungaca4311,lungaca4311.jpeg,lung_aca,lung,88,594
lungaca4380,lungaca4380.jpeg,lung_aca,lung,88,594
lungaca4498,lungaca4498.jpeg,lung_aca,lung,88,594
lungaca4618,lungaca4618.jpeg,lung_aca,lung,88,594
lungaca4910,lungaca4910.jpeg,lung_aca,lung,88,594
lungaca4966,lungaca4966.jpeg,lung_aca,lung,88,594
lungaca53,lungaca53.jpeg,lung_aca,lung,88,594
lungaca655,lungaca655.jpeg,lung_aca,lung,88,594
lungaca1509,lungaca1509.jpeg,lung_aca,lung,89,595
lungaca1634,lungaca1634.jpeg,lung_aca,lung,89,595
lungaca1748,lungaca1748.jpeg,lung_aca,lung,89,595
lungaca193,lungaca193.jpeg,lung_aca,lung,89,595
lungaca2416,lungaca2416.jpeg,lung_aca,lung,89,595
lungaca2770,lungaca2770.jpeg,lung_aca,lung,89,595
lungaca2837,lungaca2837.jpeg,lung_aca,lung,89,595
lungaca3195,lungaca3195.jpeg,lung_aca,lung,89,595
lungaca3255,lungaca3255.jpeg,lung_aca,lung,89,595
lungaca3367,lungaca3367.jpeg,lung_aca,lung,89,595
lungaca3613,lungaca3613.jpeg,lung_aca,lung,89,595
lungaca3796,lungaca3796.jpeg,lung_aca,lung,89,595
lungaca4329,lungaca4329.jpeg,lung_aca,lung,89,595
lungaca4628,lungaca4628.jpeg,lung_aca,lung,89,595
lungaca4753,lungaca4753.jpeg,lung_aca,lung,89,595
lungaca4814,lungaca4814.jpeg,lung_aca,lung,89,595
lungaca606,lungaca606.jpeg,lung_aca,lung,89,595
lungaca667,lungaca667.jpeg,lung_aca,lung,89,595
lungaca668,lungaca668.jpeg,lung_aca,lung,89,595
lungaca1216,lungaca1216.jpeg,lung_aca,lung,90,596
lungaca1322,lungaca1322.jpeg,lung_aca,lung,90,596
lungaca1503,lungaca1503.jpeg,lung_aca,lung,90,596
lungaca1695,lungaca1695.jpeg,lung_aca,lung,90,596
lungaca1801,lungaca1801.jpeg,lung_aca,lung,90,596
lungaca2163,lungaca2163.jpeg,lung_aca,lung,90,596
lungaca22,lungaca22.jpeg,lung_aca,lung,90,596
lungaca2650,lungaca2650.jpeg,lung_aca,lung,90,596
lungaca2948,lungaca2948.jpeg,lung_aca,lung,90,596
lungaca3013,lungaca3013.jpeg,lung_aca,lung,90,596
lungaca3187,lungaca3187.jpeg,lung_aca,lung,90,596
lungaca3303,lungaca3303.jpeg,lung_aca,lung,90,596
lungaca3304,lungaca3304.jpeg,lung_aca,lung,90,596
lungaca3363,lungaca3363.jpeg,lung_aca,lung,90,596
lungaca3426,lungaca3426.jpeg,lung_aca,lung,90,596
lungaca3788,lungaca3788.jpeg,lung_aca,lung,90,596
lungaca3911,lungaca3911.jpeg,lung_aca,lung,90,596
lungaca3969,lungaca3969.jpeg,lung_aca,lung,90,596
lungaca4204,lungaca4204.jpeg,lung_aca,lung,90,596
lungaca4751,lungaca4751.jpeg,lung_aca,lung,90,596
lungaca4866,lungaca4866.jpeg,lung_aca,lung,90,596
lungaca539,lungaca539.jpeg,lung_aca,lung,90,596
lungaca540,lungaca540.jpeg,lung_aca,lung,90,596
lungaca833,lungaca833.jpeg,lung_aca,lung,90,596
lungaca102,lungaca102.jpeg,lung_aca,lung,91,597
lungaca1033,lungaca1033.jpeg,lung_aca,lung,91,597
lungaca1422,lungaca1422.jpeg,lung_aca,lung,91,597
lungaca1664,lungaca1664.jpeg,lung_aca,lung,91,597
lungaca1665,lungaca1665.jpeg,lung_aca,lung,91,597
lungaca1666,lungaca1666.jpeg,lung_aca,lung,91,597
lungaca1898,lungaca1898.jpeg,lung_aca,lung,91,597
lungaca2088,lungaca2088.jpeg,lung_aca,lung,91,597
lungaca2144,lungaca2144.jpeg,lung_aca,lung,91,597
lungaca2145,lungaca2145.jpeg,lung_aca,lung,91,597
lungaca2626,lungaca2626.jpeg,lung_aca,lung,91,597
lungaca273,lungaca273.jpeg,lung_aca,lung,91,597
lungaca2743,lungaca2743.jpeg,lung_aca,lung,91,597
lungaca2805,lungaca2805.jpeg,lung_aca,lung,91,597
lungaca2923,lungaca2923.jpeg,lung_aca,lung,91,597
lungaca3340,lungaca3340.jpeg,lung_aca,lung,91,597
lungaca3704,lungaca3704.jpeg,lung_aca,lung,91,597
lungaca3764,lungaca3764.jpeg,lung_aca,lung,91,597
lungaca3765,lungaca3765.jpeg,lung_aca,lung,91,597
lungaca3887,lungaca3887.jpeg,lung_aca,lung,91,597
lungaca4064,lungaca4064.jpeg,lung_aca,lung,91,597
lungaca4247,lungaca4247.jpeg,lung_aca,lung,91,597
lungaca4601,lungaca4601.jpeg,lung_aca,lung,91,597
lungaca4661,lungaca4661.jpeg,lung_aca,lung,91,597
lungaca4725,lungaca4725.jpeg,lung_aca,lung,91,597
lungaca4843,lungaca4843.jpeg,lung_aca,lung,91,597
lungaca699,lungaca699.jpeg,lung_aca,lung,91,597
lungaca1060,lungaca1060.jpeg,lung_aca,lung,92,598
lungaca1107,lungaca1107.jpeg,lung_aca,lung,92,598
lungaca1221,lungaca1221.jpeg,lung_aca,lung,92,598
lungaca1277,lungaca1277.jpeg,lung_aca,lung,92,598
lungaca1329,lungaca1329.jpeg,lung_aca,lung,92,598
lungaca1390,lungaca1390.jpeg,lung_aca,lung,92,598
lungaca1636,lungaca1636.jpeg,lung_aca,lung,92,598
lungaca1930,lungaca1930.jpeg,lung_aca,lung,92,598
lungaca1931,lungaca1931.jpeg,lung_aca,lung,92,598
lungaca194,lungaca194.jpeg,lung_aca,lung,92,598
lungaca2055,lungaca2055.jpeg,lung_aca,lung,92,598
lungaca2169,lungaca2169.jpeg,lung_aca,lung,92,598
lungaca24,lungaca24.jpeg,lung_aca,lung,92,598
lungaca2477,lungaca2477.jpeg,lung_aca,lung,92,598
lungaca2773,lungaca2773.jpeg,lung_aca,lung,92,598
lungaca3128,lungaca3128.jpeg,lung_aca,lung,92,598
lungaca3257,lungaca3257.jpeg,lung_aca,lung,92,598
lungaca3562,lungaca3562.jpeg,lung_aca,lung,92,598
lungaca3918,lungaca3918.jpeg,lung_aca,lung,92,598
lungaca4037,lungaca4037.jpeg,lung_aca,lung,92,598
lungaca4872,lungaca4872.jpeg,lung_aca,lung,92,598
lungaca1467,lungaca1467.jpeg,lung_aca,lung,93,599
lungaca1524,lungaca1524.jpeg,lung_aca,lung,93,599
lungaca1814,lungaca1814.jpeg,lung_aca,lung,93,599
lungaca1947,lungaca1947.jpeg,lung_aca,lung,93,599
lungaca2008,lungaca2008.jpeg,lung_aca,lung,93,599
lungaca2074,lungaca2074.jpeg,lung_aca,lung,93,599
lungaca2673,lungaca2673.jpeg,lung_aca,lung,93,599
lungaca2731,lungaca2731.jpeg,lung_aca,lung,93,599
lungaca30,lungaca30.jpeg,lung_aca,lung,93,599
lungaca3034,lungaca3034.jpeg,lung_aca,lung,93,599
lungaca321,lungaca321.jpeg,lung_aca,lung,93,599
lungaca322,lungaca322.jpeg,lung_aca,lung,93,599
lungaca3455,lungaca3455.jpeg,lung_aca,lung,93,599
lungaca3690,lungaca3690.jpeg,lung_aca,lung,93,599
lungaca3808,lungaca3808.jpeg,lung_aca,lung,93,599
lungaca4046,lungaca4046.jpeg,lung_aca,lung,93,599
lungaca444,lungaca444.jpeg,lung_aca,lung,93,599
lungaca4643,lungaca4643.jpeg,lung_aca,lung,93,599
lungaca4988,lungaca4988.jpeg,lung_aca,lung,93,599
lungaca566,lungaca566.jpeg,lung_aca,lung,93,599
lungaca792,lungaca792.jpeg,lung_aca,lung,93,599
lungaca793,lungaca793.jpeg,lung_aca,lung,93,599
lungaca1223,lungaca1223.jpeg,lung_aca,lung,94,600
lungaca1332,lungaca1332.jpeg,lung_aca,lung,94,600
lungaca1393,lungaca1393.jpeg,lung_aca,lung,94,600
lungaca1865,lungaca1865.jpeg,lung_aca,lung,94,600
lungaca1994,lungaca1994.jpeg,lung_aca,lung,94,600
lungaca2119,lungaca2119.jpeg,lung_aca,lung,94,600
lungaca2172,lungaca2172.jpeg,lung_aca,lung,94,600
lungaca2232,lungaca2232.jpeg,lung_aca,lung,94,600
lungaca247,lungaca247.jpeg,lung_aca,lung,94,600
lungaca2600,lungaca2600.jpeg,lung_aca,lung,94,600
lungaca2904,lungaca2904.jpeg,lung_aca,lung,94,600
lungaca308,lungaca308.jpeg,lung_aca,lung,94,600
lungaca3203,lungaca3203.jpeg,lung_aca,lung,94,600
lungaca3620,lungaca3620.jpeg,lung_aca,lung,94,600
lungaca3674,lungaca3674.jpeg,lung_aca,lung,94,600
lungaca3733,lungaca3733.jpeg,lung_aca,lung,94,600
lungaca3919,lungaca3919.jpeg,lung_aca,lung,94,600
lungaca4273,lungaca4273.jpeg,lung_aca,lung,94,600
lungaca4631,lungaca4631.jpeg,lung_aca,lung,94,600
lungaca4820,lungaca4820.jpeg,lung_aca,lung,94,600
lungaca671,lungaca671.jpeg,lung_aca,lung,94,600
lungaca672,lungaca672.jpeg,lung_aca,lung,94,600
lungaca952,lungaca952.jpeg,lung_aca,lung,94,600
lungaca1019,lungaca1019.jpeg,lung_aca,lung,95,601
lungaca1071,lungaca1071.jpeg,lung_aca,lung,95,601
lungaca1883,lungaca1883.jpeg,lung_aca,lung,95,601
lungaca1948,lungaca1948.jpeg,lung_aca,lung,95,601
lungaca2129,lungaca2129.jpeg,lung_aca,lung,95,601
lungaca2608,lungaca2608.jpeg,lung_aca,lung,95,601
lungaca2732,lungaca2732.jpeg,lung_aca,lung,95,601
lungaca2970,lungaca2970.jpeg,lung_aca,lung,95,601
lungaca3035,lungaca3035.jpeg,lung_aca,lung,95,601
lungaca3744,lungaca3744.jpeg,lung_aca,lung,95,601
lungaca3745,lungaca3745.jpeg,lung_aca,lung,95,601
lungaca4048,lungaca4048.jpeg,lung_aca,lung,95,601
lungaca4102,lungaca4102.jpeg,lung_aca,lung,95,601
lungaca4172,lungaca4172.jpeg,lung_aca,lung,95,601
lungaca4463,lungaca4463.jpeg,lung_aca,lung,95,601
lungaca4464,lungaca4464.jpeg,lung_aca,lung,95,601
lungaca4828,lungaca4828.jpeg,lung_aca,lung,95,601
lungaca4829,lungaca4829.jpeg,lung_aca,lung,95,601
lungaca502,lungaca502.jpeg,lung_aca,lung,95,601
lungaca904,lungaca904.jpeg,lung_aca,lung,95,601
lungaca1473,lungaca1473.jpeg,lung_aca,lung,96,602
lungaca1474,lungaca1474.jpeg,lung_aca,lung,96,602
lungaca1771,lungaca1771.jpeg,lung_aca,lung,96,602
lungaca1825,lungaca1825.jpeg,lung_aca,lung,96,602
lungaca1826,lungaca1826.jpeg,lung_aca,lung,96,602
lungaca1827,lungaca1827.jpeg,lung_aca,lung,96,602
lungaca1890,lungaca1890.jpeg,lung_aca,lung,96,602
lungaca2189,lungaca2189.jpeg,lung_aca,lung,96,602
lungaca2250,lungaca2250.jpeg,lung_aca,lung,96,602
lungaca2312,lungaca2312.jpeg,lung_aca,lung,96,602
lungaca265,lungaca265.jpeg,lung_aca,lung,96,602
lungaca3151,lungaca3151.jpeg,lung_aca,lung,96,602
lungaca332,lungaca332.jpeg,lung_aca,lung,96,602
lungaca3577,lungaca3577.jpeg,lung_aca,lung,96,602
lungaca3879,lungaca3879.jpeg,lung_aca,lung,96,602
lungaca4180,lungaca4180.jpeg,lung_aca,lung,96,602
lungaca4236,lungaca4236.jpeg,lung_aca,lung,96,602
lungaca4476,lungaca4476.jpeg,lung_aca,lung,96,602
lungaca4715,lungaca4715.jpeg,lung_aca,lung,96,602
lungaca4945,lungaca4945.jpeg,lung_aca,lung,96,602
lungaca84,lungaca84.jpeg,lung_aca,lung,96,602
lungaca913,lungaca913.jpeg,lung_aca,lung,96,602
lungaca914,lungaca914.jpeg,lung_aca,lung,96,602
lungaca1122,lungaca1122.jpeg,lung_aca,lung,97,603
lungaca1182,lungaca1182.jpeg,lung_aca,lung,97,603
lungaca1535,lungaca1535.jpeg,lung_aca,lung,97,603
lungaca2020,lungaca2020.jpeg,lung_aca,lung,97,603
lungaca2137,lungaca2137.jpeg,lung_aca,lung,97,603
lungaca2138,lungaca2138.jpeg,lung_aca,lung,97,603
lungaca2253,lungaca2253.jpeg,lung_aca,lung,97,603
lungaca2497,lungaca2497.jpeg,lung_aca,lung,97,603
lungaca3089,lungaca3089.jpeg,lung_aca,lung,97,603
lungaca3277,lungaca3277.jpeg,lung_aca,lung,97,603
lungaca337,lungaca337.jpeg,lung_aca,lung,97,603
lungaca338,lungaca338.jpeg,lung_aca,lung,97,603
lungaca3580,lungaca3580.jpeg,lung_aca,lung,97,603
lungaca3820,lungaca3820.jpeg,lung_aca,lung,97,603
lungaca3939,lungaca3939.jpeg,lung_aca,lung,97,603
lungaca4240,lungaca4240.jpeg,lung_aca,lung,97,603
lungaca4479,lungaca4479.jpeg,lung_aca,lung,97,603
lungaca4597,lungaca4597.jpeg,lung_aca,lung,97,603
lungaca4887,lungaca4887.jpeg,lung_aca,lung,97,603
lungaca634,lungaca634.jpeg,lung_aca,lung,97,603
lungaca90,lungaca90.jpeg,lung_aca,lung,97,603
lungaca91,lungaca91.jpeg,lung_aca,lung,97,603
lungaca1052,lungaca1052.jpeg,lung_aca,lung,98,604
lungaca1566,lungaca1566.jpeg,lung_aca,lung,98,604
lungaca1567,lungaca1567.jpeg,lung_aca,lung,98,604
lungaca1690,lungaca1690.jpeg,lung_aca,lung,98,604
lungaca1795,lungaca1795.jpeg,lung_aca,lung,98,604
lungaca1796,lungaca1796.jpeg,lung_aca,lung,98,604
lungaca1979,lungaca1979.jpeg,lung_aca,lung,98,604
lungaca2337,lungaca2337.jpeg,lung_aca,lung,98,604
lungaca2887,lungaca2887.jpeg,lung_aca,lung,98,604
lungaca2888,lungaca2888.jpeg,lung_aca,lung,98,604
lungaca2941,lungaca2941.jpeg,lung_aca,lung,98,604
lungaca3113,lungaca3113.jpeg,lung_aca,lung,98,604
lungaca3299,lungaca3299.jpeg,lung_aca,lung,98,604
lungaca3357,lungaca3357.jpeg,lung_aca,lung,98,604
lungaca3358,lungaca3358.jpeg,lung_aca,lung,98,604
lungaca362,lungaca362.jpeg,lung_aca,lung,98,604
lungaca3661,lungaca3661.jpeg,lung_aca,lung,98,604
lungaca3782,lungaca3782.jpeg,lung_aca,lung,98,604
lungaca3846,lungaca3846.jpeg,lung_aca,lung,98,604
lungaca3962,lungaca3962.jpeg,lung_aca,lung,98,604
lungaca4020,lungaca4020.jpeg,lung_aca,lung,98,604
lungaca4265,lungaca4265.jpeg,lung_aca,lung,98,604
lungaca4317,lungaca4317.jpeg,lung_aca,lung,98,604
lungaca4562,lungaca4562.jpeg,lung_aca,lung,98,604
lungaca478,lungaca478.jpeg,lung_aca,lung,98,604
lungaca4862,lungaca4862.jpeg,lung_aca,lung,98,604
lungaca4914,lungaca4914.jpeg,lung_aca,lung,98,604
lungaca595,lungaca595.jpeg,lung_aca,lung,98,604
lungaca997,lungaca997.jpeg,lung_aca,lung,98,604
lungaca1044,lungaca1044.jpeg,lung_aca,lung,99,605
lungaca1199,lungaca1199.jpeg,lung_aca,lung,99,605
lungaca1370,lungaca1370.jpeg,lung_aca,lung,99,605
lungaca1433,lungaca1433.jpeg,lung_aca,lung,99,605
lungaca1729,lungaca1729.jpeg,lung_aca,lung,99,605
lungaca1972,lungaca1972.jpeg,lung_aca,lung,99,605
lungaca2208,lungaca2208.jpeg,lung_aca,lung,99,605
lungaca2631,lungaca2631.jpeg,lung_aca,lung,99,605
lungaca2703,lungaca2703.jpeg,lung_aca,lung,99,605
lungaca2818,lungaca2818.jpeg,lung_aca,lung,99,605
lungaca2819,lungaca2819.jpeg,lung_aca,lung,99,605
lungaca3292,lungaca3292.jpeg,lung_aca,lung,99,605
lungaca351,lungaca351.jpeg,lung_aca,lung,99,605
lungaca3895,lungaca3895.jpeg,lung_aca,lung,99,605
lungaca3948,lungaca3948.jpeg,lung_aca,lung,99,605
lungaca4489,lungaca4489.jpeg,lung_aca,lung,99,605
lungaca4616,lungaca4616.jpeg,lung_aca,lung,99,605
lungaca4673,lungaca4673.jpeg,lung_aca,lung,99,605
lungaca48,lungaca48.jpeg,lung_aca,lung,99,605
lungaca869,lungaca869.jpeg,lung_aca,lung,99,605
lungaca1321,lungaca1321.jpeg,lung_aca,lung,100,606
lungaca1383,lungaca1383.jpeg,lung_aca,lung,100,606
lungaca1501,lungaca1501.jpeg,lung_aca,lung,100,606
lungaca1571,lungaca1571.jpeg,lung_aca,lung,100,606
lungaca1627,lungaca1627.jpeg,lung_aca,lung,100,606
lungaca2107,lungaca2107.jpeg,lung_aca,lung,100,606
lungaca3012,lungaca3012.jpeg,lung_aca,lung,100,606
lungaca3121,lungaca3121.jpeg,lung_aca,lung,100,606
lungaca3602,lungaca3602.jpeg,lung_aca,lung,100,606
lungaca3853,lungaca3853.jpeg,lung_aca,lung,100,606
lungaca3966,lungaca3966.jpeg,lung_aca,lung,100,606
lungaca3967,lungaca3967.jpeg,lung_aca,lung,100,606
lungaca426,lungaca426.jpeg,lung_aca,lung,100,606
lungaca4396,lungaca4396.jpeg,lung_aca,lung,100,606
lungaca4445,lungaca4445.jpeg,lung_aca,lung,100,606
lungaca4804,lungaca4804.jpeg,lung_aca,lung,100,606
lungaca4921,lungaca4921.jpeg,lung_aca,lung,100,606
lungaca831,lungaca831.jpeg,lung_aca,lung,100,606
lungaca882,lungaca882.jpeg,lung_aca,lung,100,606
lungaca1100,lungaca1100.jpeg,lung_aca,lung,101,607
lungaca1269,lungaca1269.jpeg,lung_aca,lung,101,607
lungaca1324,lungaca1324.jpeg,lung_aca,lung,101,607
lungaca1629,lungaca1629.jpeg,lung_aca,lung,101,607
lungaca2110,lungaca2110.jpeg,lung_aca,lung,101,607
lungaca2409,lungaca2409.jpeg,lung_aca,lung,101,607
lungaca2410,lungaca2410.jpeg,lung_aca,lung,101,607
lungaca2523,lungaca2523.jpeg,lung_aca,lung,101,607
lungaca2764,lungaca2764.jpeg,lung_aca,lung,101,607
lungaca2832,lungaca2832.jpeg,lung_aca,lung,101,607
lungaca3250,lungaca3250.jpeg,lung_aca,lung,101,607
lungaca3251,lungaca3251.jpeg,lung_aca,lung,101,607
lungaca3491,lungaca3491.jpeg,lung_aca,lung,101,607
lungaca3554,lungaca3554.jpeg,lung_aca,lung,101,607
lungaca3604,lungaca3604.jpeg,lung_aca,lung,101,607
lungaca3854,lungaca3854.jpeg,lung_aca,lung,101,607
lungaca4091,lungaca4091.jpeg,lung_aca,lung,101,607
lungaca4152,lungaca4152.jpeg,lung_aca,lung,101,607
lungaca4447,lungaca4447.jpeg,lung_aca,lung,101,607
lungaca4448,lungaca4448.jpeg,lung_aca,lung,101,607
lungaca4690,lungaca4690.jpeg,lung_aca,lung,101,607
lungaca4691,lungaca4691.jpeg,lung_aca,lung,101,607
lungaca4806,lungaca4806.jpeg,lung_aca,lung,101,607
lungaca601,lungaca601.jpeg,lung_aca,lung,101,607
lungaca661,lungaca661.jpeg,lung_aca,lung,101,607
lungaca776,lungaca776.jpeg,lung_aca,lung,101,607
lungaca103,lungaca103.jpeg,lung_aca,lung,102,608
lungaca1426,lungaca1426.jpeg,lung_aca,lung,102,608
lungaca1671,lungaca1671.jpeg,lung_aca,lung,102,608
lungaca1900,lungaca1900.jpeg,lung_aca,lung,102,608
lungaca2147,lungaca2147.jpeg,lung_aca,lung,102,608
lungaca3400,lungaca3400.jpeg,lung_aca,lung,102,608
lungaca4249,lungaca4249.jpeg,lung_aca,lung,102,608
lungaca4300,lungaca4300.jpeg,lung_aca,lung,102,608
lungaca4603,lungaca4603.jpeg,lung_aca,lung,102,608
lungaca4788,lungaca4788.jpeg,lung_aca,lung,102,608
lungaca700,lungaca700.jpeg,lung_aca,lung,102,608
lungaca807,lungaca807.jpeg,lung_aca,lung,102,608
lungaca1085,lungaca1085.jpeg,lung_aca,lung,103,609
lungaca1428,lungaca1428.jpeg,lung_aca,lung,103,609
lungaca1429,lungaca1429.jpeg,lung_aca,lung,103,609
lungaca169,lungaca169.jpeg,lung_aca,lung,103,609
lungaca1726,lungaca1726.jpeg,lung_aca,lung,103,609
lungaca2091,lungaca2091.jpeg,lung_aca,lung,103,609
lungaca2394,lungaca2394.jpeg,lung_aca,lung,103,609
lungaca2572,lungaca2572.jpeg,lung_aca,lung,103,609
lungaca2629,lungaca2629.jpeg,lung_aca,lung,103,609
lungaca2813,lungaca2813.jpeg,lung_aca,lung,103,609
lungaca2929,lungaca2929.jpeg,lung_aca,lung,103,609
lungaca2996,lungaca2996.jpeg,lung_aca,lung,103,609
lungaca3051,lungaca3051.jpeg,lung_aca,lung,103,609
lungaca3171,lungaca3171.jpeg,lung_aca,lung,103,609
lungaca3346,lungaca3346.jpeg,lung_aca,lung,103,609
lungaca3347,lungaca3347.jpeg,lung_aca,lung,103,609
lungaca4072,lungaca4072.jpeg,lung_aca,lung,103,609
lungaca4073,lungaca4073.jpeg,lung_aca,lung,103,609
lungaca4133,lungaca4133.jpeg,lung_aca,lung,103,609
lungaca4134,lungaca4134.jpeg,lung_aca,lung,103,609
lungaca4549,lungaca4549.jpeg,lung_aca,lung,103,609
lungaca4729,lungaca4729.jpeg,lung_aca,lung,103,609
lungaca4730,lungaca4730.jpeg,lung_aca,lung,103,609
lungaca4849,lungaca4849.jpeg,lung_aca,lung,103,609
lungaca586,lungaca586.jpeg,lung_aca,lung,103,609
lungaca704,lungaca704.jpeg,lung_aca,lung,103,609
lungaca758,lungaca758.jpeg,lung_aca,lung,103,609
lungaca867,lungaca867.jpeg,lung_aca,lung,103,609
lungaca9,lungaca9.jpeg,lung_aca,lung,103,609
lungaca1115,lungaca1115.jpeg,lung_aca,lung,104,610
lungaca1282,lungaca1282.jpeg,lung_aca,lung,104,610
lungaca1943,lungaca1943.jpeg,lung_aca,lung,104,610
lungaca202,lungaca202.jpeg,lung_aca,lung,104,610
lungaca2300,lungaca2300.jpeg,lung_aca,lung,104,610
lungaca2427,lungaca2427.jpeg,lung_aca,lung,104,610
lungaca2428,lungaca2428.jpeg,lung_aca,lung,104,610
lungaca2485,lungaca2485.jpeg,lung_aca,lung,104,610
lungaca2543,lungaca2543.jpeg,lung_aca,lung,104,610
lungaca3028,lungaca3028.jpeg,lung_aca,lung,104,610
lungaca3074,lungaca3074.jpeg,lung_aca,lung,104,610
lungaca3266,lungaca3266.jpeg,lung_aca,lung,104,610
lungaca3317,lungaca3317.jpeg,lung_aca,lung,104,610
lungaca3448,lungaca3448.jpeg,lung_aca,lung,104,610
lungaca4045,lungaca4045.jpeg,lung_aca,lung,104,610
lungaca4225,lungaca4225.jpeg,lung_aca,lung,104,610
lungaca4226,lungaca4226.jpeg,lung_aca,lung,104,610
lungaca438,lungaca438.jpeg,lung_aca,lung,104,610
lungaca4639,lungaca4639.jpeg,lung_aca,lung,104,610
lungaca4936,lungaca4936.jpeg,lung_aca,lung,104,610
lungaca560,lungaca560.jpeg,lung_aca,lung,104,610
lungaca733,lungaca733.jpeg,lung_aca,lung,104,610
lungaca785,lungaca785.jpeg,lung_aca,lung,104,610
lungaca845,lungaca845.jpeg,lung_aca,lung,104,610
lungaca958,lungaca958.jpeg,lung_aca,lung,104,610
lungaca1192,lungaca1192.jpeg,lung_aca,lung,105,611
lungaca1254,lungaca1254.jpeg,lung_aca,lung,105,611
lungaca172,lungaca172.jpeg,lung_aca,lung,105,611
lungaca1727,lungaca1727.jpeg,lung_aca,lung,105,611
lungaca1728,lungaca1728.jpeg,lung_aca,lung,105,611
lungaca2326,lungaca2326.jpeg,lung_aca,lung,105,611
lungaca2930,lungaca2930.jpeg,lung_aca,lung,105,611
lungaca3054,lungaca3054.jpeg,lung_aca,lung,105,611
lungaca3288,lungaca3288.jpeg,lung_aca,lung,105,611
lungaca3348,lungaca3348.jpeg,lung_aca,lung,105,611
lungaca3708,lungaca3708.jpeg,lung_aca,lung,105,611
lungaca3773,lungaca3773.jpeg,lung_aca,lung,105,611
lungaca3892,lungaca3892.jpeg,lung_aca,lung,105,611
lungaca4668,lungaca4668.jpeg,lung_aca,lung,105,611
lungaca4850,lungaca4850.jpeg,lung_aca,lung,105,611
lungaca4905,lungaca4905.jpeg,lung_aca,lung,105,611
lungaca588,lungaca588.jpeg,lung_aca,lung,105,611
lungaca589,lungaca589.jpeg,lung_aca,lung,105,611
lungaca707,lungaca707.jpeg,lung_aca,lung,105,611
lungaca813,lungaca813.jpeg,lung_aca,lung,105,611
lungaca1131,lungaca1131.jpeg,lung_aca,lung,106,612
lungaca160,lungaca160.jpeg,lung_aca,lung,106,612
lungaca2201,lungaca2201.jpeg,lung_aca,lung,106,612
lungaca2202,lungaca2202.jpeg,lung_aca,lung,106,612
lungaca2987,lungaca2987.jpeg,lung_aca,lung,106,612
lungaca3096,lungaca3096.jpeg,lung_aca,lung,106,612
lungaca3161,lungaca3161.jpeg,lung_aca,lung,106,612
lungaca3285,lungaca3285.jpeg,lung_aca,lung,106,612
lungaca3526,lungaca3526.jpeg,lung_aca,lung,106,612
lungaca4125,lungaca4125.jpeg,lung_aca,lung,106,612
lungaca4600,lungaca4600.jpeg,lung_aca,lung,106,612
lungaca4724,lungaca4724.jpeg,lung_aca,lung,106,612
lungaca4842,lungaca4842.jpeg,lung_aca,lung,106,612
lungaca698,lungaca698.jpeg,lung_aca,lung,106,612
lungaca1236,lungaca1236.jpeg,lung_aca,lung,107,613
lungaca1292,lungaca1292.jpeg,lung_aca,lung,107,613
lungaca259,lungaca259.jpeg,lung_aca,lung,107,613
lungaca260,lungaca260.jpeg,lung_aca,lung,107,613
lungaca2612,lungaca2612.jpeg,lung_aca,lung,107,613
lungaca2678,lungaca2678.jpeg,lung_aca,lung,107,613
lungaca2796,lungaca2796.jpeg,lung_aca,lung,107,613
lungaca2915,lungaca2915.jpeg,lung_aca,lung,107,613
lungaca3042,lungaca3042.jpeg,lung_aca,lung,107,613
lungaca3384,lungaca3384.jpeg,lung_aca,lung,107,613
lungaca3750,lungaca3750.jpeg,lung_aca,lung,107,613
lungaca3814,lungaca3814.jpeg,lung_aca,lung,107,613
lungaca3877,lungaca3877.jpeg,lung_aca,lung,107,613
lungaca4178,lungaca4178.jpeg,lung_aca,lung,107,613
lungaca4233,lungaca4233.jpeg,lung_aca,lung,107,613
lungaca447,lungaca447.jpeg,lung_aca,lung,107,613
lungaca507,lungaca507.jpeg,lung_aca,lung,107,613
lungaca1134,lungaca1134.jpeg,lung_aca,lung,108,614
lungaca1364,lungaca1364.jpeg,lung_aca,lung,108,614
lungaca1365,lungaca1365.jpeg,lung_aca,lung,108,614
lungaca1487,lungaca1487.jpeg,lung_aca,lung,108,614
lungaca167,lungaca167.jpeg,lung_aca,lung,108,614
lungaca1722,lungaca1722.jpeg,lung_aca,lung,108,614
lungaca2027,lungaca2027.jpeg,lung_aca,lung,108,614
lungaca2871,lungaca2871.jpeg,lung_aca,lung,108,614
lungaca3049,lungaca3049.jpeg,lung_aca,lung,108,614
lungaca3102,lungaca3102.jpeg,lung_aca,lung,108,614
lungaca3168,lungaca3168.jpeg,lung_aca,lung,108,614
lungaca3344,lungaca3344.jpeg,lung_aca,lung,108,614
lungaca3345,lungaca3345.jpeg,lung_aca,lung,108,614
